// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
<11704> エロエロ団ナンバー１

//<11705> ただのエロ少年
<11705> ただのエロ少年

//<11706> ユリブサイク
<11706> ユリブサイク

//<11707> ドピュッシー
<11707> ドピュッシー

//<11708> アメリカンエロドッグ
<11708> アメリカンエロドッグ

//<11709> ゼウス
<11709> ゼウス

//<11710> HinatamarkⅡ
<11710> HinatamarkⅡ

//<11711> 糞虫
<11711> 糞虫

//<11712> 量産型Hinata
<11712> 量産型Hinata

//<11713> ？？
<11713> ？？

//<11714> 「あのさ,俺たち忙しいんだ.今日のところは帰ってくれないか?」
<11714> 「Hey, we're a bit busy. Can you leave for today?」

//<11715> nothing
<11715> nothing

//<11716> nothing
<11716> nothing

//<11717> nothing
<11717> nothing

//<11718> nothing
<11718> nothing

//<11719> nothing
<11719> nothing

//<11720> Tenshi
<11720> Tenshi

//<11721> かなで
<11721> かなで

//<11722> 女生徒
<11722> 女生徒

//<11723> ？？
<11723> ？？

//<11724> 「こんな場所があるなんて知らなかった…」
<11724> 「I didn't realize a place like this existed…」

//<11725> まるで聞いていないご様子.
<11725> It was as if she never heard of this place.

//<11726> nothing
<11726> nothing

//<11727> nothing
<11727> nothing

//<11728> nothing
<11728> nothing

//<11729> nothing
<11729> nothing

//<11730> nothing
<11730> nothing

//<11731> Tenshi
<11731> Tenshi

//<11732> かなで
<11732> かなで

//<11733> 女生徒
<11733> 女生徒

//<11734> ？？
<11734> ？？

//<11735> 「All these dangerous machines…」
<11735> 「All these dangerous machines…」

//<11736> nothing
<11736> nothing

//<11737> nothing
<11737> nothing

//<11738> nothing
<11738> nothing

//<11739> nothing
<11739> nothing

//<11740> nothing
<11740> nothing

//<11741> Tenshi
<11741> Tenshi

//<11742> かなで
<11742> かなで

//<11743> 女生徒
<11743> 女生徒

//<11744> ？？
<11744> ？？

//<11745> 「I can't just leave it be…」
<11745> 「I can't just leave it be…」

//<11746> nothing
<11746> nothing

//<11747> nothing
<11747> nothing

//<11748> nothing
<11748> nothing

//<11749> nothing
<11749> nothing

//<11750> nothing
<11750> nothing

//<11751> nothing
<11751> nothing

//<11752> そう呟きながら,俺の脇を抜けていった.
<11752> After whispering that, she passed me.

//<11753> none
<11753> none

//<11754> nothing
<11754> nothing

//<11755> 
<11755> 

//<11756> 
<11756> 

//<11757> nothing
<11757> nothing

//<11758> bs
<11758> bs

//<11759> _
<11759> _

//<11760> nothing
<11760> nothing

//<11761> nothing
<11761> nothing

//<11762> nothing
<11762> nothing

//<11763> nothing
<11763> nothing

//<11764> nothing
<11764> nothing

//<11765> 俺なんて眼中になく,完全に思考が切り替わっている.
<11765> I realized that she didn't care for me at all, so I changed my thoughts.

//<11766> Otonashi
<11766> Otonashi

//<11767> クソ坊主
<11767> クソ坊主

//<11768> 代理人
<11768> 代理人

//<11769> 微妙すぎるイケメン
<11769> 微妙すぎるイケメン

//<11770> ロリコン
<11770> ロリコン

//<11771> メガネ仲間
<11771> メガネ仲間

//<11772> 暗算日本記録保持者
<11772> 暗算日本記録保持者

//<11773> 通り魔
<11773> 通り魔

//<11774> 記憶ナシ男
<11774> 記憶ナシ男

//<11775> 音速
<11775> 音速

//<11776> 無限
<11776> 無限

//<11777> エロ侍
<11777> エロ侍

//<11778> エロエロ団ナンバー１
<11778> エロエロ団ナンバー１

//<11779> ただのエロ少年
<11779> ただのエロ少年

//<11780> ユリブサイク
<11780> ユリブサイク

//<11781> ドピュッシー
<11781> ドピュッシー

//<11782> アメリカンエロドッグ
<11782> アメリカンエロドッグ

//<11783> ゼウス
<11783> ゼウス

//<11784> HinatamarkⅡ
<11784> HinatamarkⅡ

//<11785> 糞虫
<11785> 糞虫

//<11786> 量産型Hinata
<11786> 量産型Hinata

//<11787> ？？
<11787> ？？

//<11788> 「すまん!　無理だった!」
<11788> 「Sorry! It was impossible!」

//<11789> Yuri
<11789> Yuri

//<11790> 女生徒
<11790> 女生徒

//<11791> ？？
<11791> ？？

//<11792> 「でしょーね!　わかってたわよ!　くそっ!」
<11792> 「I thought so! Understood! Shit!!」

//<11793> Otonashi
<11793> Otonashi

//<11794> クソ坊主
<11794> クソ坊主

//<11795> 代理人
<11795> 代理人

//<11796> 微妙すぎるイケメン
<11796> 微妙すぎるイケメン

//<11797> ロリコン
<11797> ロリコン

//<11798> メガネ仲間
<11798> メガネ仲間

//<11799> 暗算日本記録保持者
<11799> 暗算日本記録保持者

//<11800> 通り魔
<11800> 通り魔

//<11801> 記憶ナシ男
<11801> 記憶ナシ男

//<11802> 音速
<11802> 音速

//<11803> 無限
<11803> 無限

//<11804> エロ侍
<11804> エロ侍

//<11805> エロエロ団ナンバー１
<11805> エロエロ団ナンバー１

//<11806> ただのエロ少年
<11806> ただのエロ少年

//<11807> ユリブサイク
<11807> ユリブサイク

//<11808> ドピュッシー
<11808> ドピュッシー

//<11809> アメリカンエロドッグ
<11809> アメリカンエロドッグ

//<11810> ゼウス
<11810> ゼウス

//<11811> HinatamarkⅡ
<11811> HinatamarkⅡ

//<11812> 糞虫
<11812> 糞虫

//<11813> 量産型Hinata
<11813> 量産型Hinata

//<11814> ？？
<11814> ？？

//<11815> 「俺たちの仲じゃないか!　大人しく帰ってくれ!」
<11815> 「We're good friends right!? Please leave for today!」

//<11816> nothing
<11816> nothing

//<11817> nothing
<11817> nothing

//<11818> nothing
<11818> nothing

//<11819> nothing
<11819> nothing

//<11820> nothing
<11820> nothing

//<11821> Tenshi
<11821> Tenshi

//<11822> かなで
<11822> かなで

//<11823> 女生徒
<11823> 女生徒

//<11824> ？？
<11824> ？？

//<11825> 「あなたとはそうかもしれないけど,他のスリーエスの人たちとは違う」
<11825> 「It might be the case with you, but it's not like that for the rest of the 3-S.」

//<11826> Yuri
<11826> Yuri

//<11827> 女生徒
<11827> 女生徒

//<11828> ？？
<11828> ？？

//<11829> 「え!?　Otonashiくん,そんな仲になってたの!?」
<11829> 「Huh!?　Otonashi-kun, how!?」

//<11830> Yuriに知られてしまった.これはまずい…
<11830> Yuri found out. Now that's really bad…

//<11831> Otonashi
<11831> Otonashi

//<11832> クソ坊主
<11832> クソ坊主

//<11833> 代理人
<11833> 代理人

//<11834> 微妙すぎるイケメン
<11834> 微妙すぎるイケメン

//<11835> ロリコン
<11835> ロリコン

//<11836> メガネ仲間
<11836> メガネ仲間

//<11837> 暗算日本記録保持者
<11837> 暗算日本記録保持者

//<11838> 通り魔
<11838> 通り魔

//<11839> 記憶ナシ男
<11839> 記憶ナシ男

//<11840> 音速
<11840> 音速

//<11841> 無限
<11841> 無限

//<11842> エロ侍
<11842> エロ侍

//<11843> エロエロ団ナンバー１
<11843> エロエロ団ナンバー１

//<11844> ただのエロ少年
<11844> ただのエロ少年

//<11845> ユリブサイク
<11845> ユリブサイク

//<11846> ドピュッシー
<11846> ドピュッシー

//<11847> アメリカンエロドッグ
<11847> アメリカンエロドッグ

//<11848> ゼウス
<11848> ゼウス

//<11849> HinatamarkⅡ
<11849> HinatamarkⅡ

//<11850> 糞虫
<11850> 糞虫

//<11851> 量産型Hinata
<11851> 量産型Hinata

//<11852> ？？
<11852> ？？

//<11853> 「違う,誤解だ!　少しでも動揺させるために言ってみただけだ!」
<11853> 「No, you're misunderstanding me! I'm just trying to make her falter!」

//<11854> Yuri
<11854> Yuri

//<11855> 女生徒
<11855> 女生徒

//<11856> ？？
<11856> ？？

//<11857> 「あら,そうなの.まあ,いいわ」
<11857> 「Oh, I see. Well, fine.」

//<11858> nothing
<11858> nothing

//<11859> nothing
<11859> nothing

//<11860> nothing
<11860> nothing

//<11861> nothing
<11861> nothing

//<11862> nothing
<11862> nothing

//<11863> Tenshi
<11863> Tenshi

//<11864> かなで
<11864> かなで

//<11865> 女生徒
<11865> 女生徒

//<11866> ？？
<11866> ？？

//<11867> 「All these dangerous machines…」
<11867> 「All these dangerous machines…」

//<11868> nothing
<11868> nothing

//<11869> nothing
<11869> nothing

//<11870> nothing
<11870> nothing

//<11871> nothing
<11871> nothing

//<11872> nothing
<11872> nothing

//<11873> Tenshi
<11873> Tenshi

//<11874> かなで
<11874> かなで

//<11875> 女生徒
<11875> 女生徒

//<11876> ？？
<11876> ？？

//<11877> 「I can't just leave it be…」
<11877> 「I can't just leave it be…」

//<11878> none
<11878> none

//<11879> nothing
<11879> nothing

//<11880> 
<11880> 

//<11881> 
<11881> 

//<11882> nothing
<11882> nothing

//<11883> bs
<11883> bs

//<11884> _
<11884> _

//<11885> nothing
<11885> nothing

//<11886> nothing
<11886> nothing

//<11887> nothing
<11887> nothing

//<11888> nothing
<11888> nothing

//<11889> nothing
<11889> nothing

//<11890> くそ,失敗だ!
<11890> Fuck, it was a failure!

//<11891> Yuri
<11891> Yuri

//<11892> 女生徒
<11892> 女生徒

//<11893> ？？
<11893> ？？

//<11894> 「Otonashiくん,どきなさい!」
<11894> 「Otonashi-kun, move!」

//<11895> Yuriの元へ走って戻る.
<11895> I returned to Yuri's side.

//<11896> が,その途中で転けてしまう.なぜなら足が逆だからだ!
<11896> But, I fell along the way. Why? Because my left and right leg were switched!

//<11897> それでも,Tenshiからは離れたことになる.
<11897> But I managed to get away from Tenshi.

//<11898> が,その途中で転けてしまう.なぜなら全身傷だらけだからだ!
<11898> But, I fell along the way. Why? Because my entire body's injured!

//<11899> それでも,Tenshiからは離れたことになる.
<11899> But I managed to get away from Tenshi.

//<11900> se_handgun2
<11900> se_handgun2

//<11901> None
<11901> None

//<11902> nothing
<11902> nothing

//<11903> nothing
<11903> nothing

//<11904> nothing
<11904> nothing

//<11905> nothing
<11905> nothing

//<11906> nothing
<11906> nothing

//<11907> Yuriが撃つ.
<11907> Yuri took a shot.

//<11908> 銃弾はTenshiの華奢な足を貫く.
<11908> The bullet went through Tenshi's thin legs.

//<11909> Otonashi
<11909> Otonashi

//<11910> クソ坊主
<11910> クソ坊主

//<11911> 代理人
<11911> 代理人

//<11912> 微妙すぎるイケメン
<11912> 微妙すぎるイケメン

//<11913> ロリコン
<11913> ロリコン

//<11914> メガネ仲間
<11914> メガネ仲間

//<11915> 暗算日本記録保持者
<11915> 暗算日本記録保持者

//<11916> 通り魔
<11916> 通り魔

//<11917> 記憶ナシ男
<11917> 記憶ナシ男

//<11918> 音速
<11918> 音速

//<11919> 無限
<11919> 無限

//<11920> エロ侍
<11920> エロ侍

//<11921> エロエロ団ナンバー１
<11921> エロエロ団ナンバー１

//<11922> ただのエロ少年
<11922> ただのエロ少年

//<11923> ユリブサイク
<11923> ユリブサイク

//<11924> ドピュッシー
<11924> ドピュッシー

//<11925> アメリカンエロドッグ
<11925> アメリカンエロドッグ

//<11926> ゼウス
<11926> ゼウス

//<11927> HinatamarkⅡ
<11927> HinatamarkⅡ

//<11928> 糞虫
<11928> 糞虫

//<11929> 量産型Hinata
<11929> 量産型Hinata

//<11930> ？？
<11930> ？？

//<11931> 「待て,俺がやる!」
<11931> 「Wait, I'll do it!」

//<11932> se_handgun2
<11932> se_handgun2

//<11933> None
<11933> None

//<11934> やっぱり下手くそで,かすりもしなかった!
<11934> I'm still not skilled enough, I couldn't even scratch her!

//<11935> se_handgun2
<11935> se_handgun2

//<11936> None
<11936> None

//<11937> なんて反動だ!　銃弾は明後日の方向に飛んでいった.
<11937> The recoil is too strong! The bullet flew off to the ceiling.

//<11938> Yuri
<11938> Yuri

//<11939> 女生徒
<11939> 女生徒

//<11940> ？？
<11940> ？？

//<11941> 「今のあなた,最高に格好悪かったわよ…」
<11941> 「You were really uncool just now…」

//<11942> Otonashi
<11942> Otonashi

//<11943> クソ坊主
<11943> クソ坊主

//<11944> 代理人
<11944> 代理人

//<11945> 微妙すぎるイケメン
<11945> 微妙すぎるイケメン

//<11946> ロリコン
<11946> ロリコン

//<11947> メガネ仲間
<11947> メガネ仲間

//<11948> 暗算日本記録保持者
<11948> 暗算日本記録保持者

//<11949> 通り魔
<11949> 通り魔

//<11950> 記憶ナシ男
<11950> 記憶ナシ男

//<11951> 音速
<11951> 音速

//<11952> 無限
<11952> 無限

//<11953> エロ侍
<11953> エロ侍

//<11954> エロエロ団ナンバー１
<11954> エロエロ団ナンバー１

//<11955> ただのエロ少年
<11955> ただのエロ少年

//<11956> ユリブサイク
<11956> ユリブサイク

//<11957> ドピュッシー
<11957> ドピュッシー

//<11958> アメリカンエロドッグ
<11958> アメリカンエロドッグ

//<11959> ゼウス
<11959> ゼウス

//<11960> HinatamarkⅡ
<11960> HinatamarkⅡ

//<11961> 糞虫
<11961> 糞虫

//<11962> 量産型Hinata
<11962> 量産型Hinata

//<11963> ？？
<11963> ？？

//<11964> (Hinataが居なくて助かった…)
<11964> (Thank god Hinata's not here…)

//<11965> Otonashi
<11965> Otonashi

//<11966> クソ坊主
<11966> クソ坊主

//<11967> 代理人
<11967> 代理人

//<11968> 微妙すぎるイケメン
<11968> 微妙すぎるイケメン

//<11969> ロリコン
<11969> ロリコン

//<11970> メガネ仲間
<11970> メガネ仲間

//<11971> 暗算日本記録保持者
<11971> 暗算日本記録保持者

//<11972> 通り魔
<11972> 通り魔

//<11973> 記憶ナシ男
<11973> 記憶ナシ男

//<11974> 音速
<11974> 音速

//<11975> 無限
<11975> 無限

//<11976> エロ侍
<11976> エロ侍

//<11977> エロエロ団ナンバー１
<11977> エロエロ団ナンバー１

//<11978> ただのエロ少年
<11978> ただのエロ少年

//<11979> ユリブサイク
<11979> ユリブサイク

//<11980> ドピュッシー
<11980> ドピュッシー

//<11981> アメリカンエロドッグ
<11981> アメリカンエロドッグ

//<11982> ゼウス
<11982> ゼウス

//<11983> HinatamarkⅡ
<11983> HinatamarkⅡ

//<11984> 糞虫
<11984> 糞虫

//<11985> 量産型Hinata
<11985> 量産型Hinata

//<11986> ？？
<11986> ？？

//<11987> (くそぅ…)
<11987> (Fuck…)

//<11988> se_handgun2
<11988> se_handgun2

//<11989> None
<11989> None

//<11990> nothing
<11990> nothing

//<11991> nothing
<11991> nothing

//<11992> nothing
<11992> nothing

//<11993> nothing
<11993> nothing

//<11994> nothing
<11994> nothing

//<11995> そのYuriが撃つ.
<11995> Yuri took a shot.

//<11996> さすがだ…銃弾はTenshiの華奢な足を貫いていた.
<11996> I expected no less… The bullet went through Tenshi's thin legs.

//<11997> nothing
<11997> nothing

//<11998> nothing
<11998> nothing

//<11999> nothing
<11999> nothing

//<12000> nothing
<12000> nothing

//<12001> nothing
<12001> nothing

//<12002> nothing
<12002> nothing

//<12003> がくん,と膝を落とした.
<12003> She ended up kneeling on the ground.

//<12004> Tenshi
<12004> Tenshi

//<12005> かなで
<12005> かなで

//<12006> 女生徒
<12006> 女生徒

//<12007> ？？
<12007> ？？

//<12008> 『ガードスキル…ディストーション』
<12008> 『Guard Skill… Distortion』

//<12009> bs2_
<12009> bs2_

//<12010> nothing
<12010> nothing

//<12011> nothing
<12011> nothing

//<12012> nothing
<12012> nothing

//<12013> nothing
<12013> nothing

//<12014> nothing
<12014> nothing

//<12015> se_distortion
<12015> se_distortion
{141c51} 0a // 12015

//<12016> Yuriはさらに発砲.
<12016> Yuri continued to fire.

//<12017> se_handgun2
<12017> se_handgun2

//<12018> nothing
<12018> nothing

//<12019> nothing
<12019> nothing

//<12020> nothing
<12020> nothing

//<12021> nothing
<12021> nothing

//<12022> nothing
<12022> nothing

//<12023> se_dist_cho
<12023> se_dist_cho

//<12024> se_handgun2
<12024> se_handgun2

//<12025> se_dist_cho
<12025> se_dist_cho

//<12026> se_handgun2
<12026> se_handgun2

//<12027> se_dist_cho
<12027> se_dist_cho

//<12028> se_handgun2
<12028> se_handgun2

//<12029> se_dist_cho
<12029> se_dist_cho

//<12030> se_handgun2
<12030> se_handgun2

//<12031> se_dist_cho
<12031> se_dist_cho

//<12032> 弾道がすべて歪み,その後方へと抜けていった.
<12032> All of the bullets were bent, and were sent flying to the back.

//<12033> Yuri
<12033> Yuri

//<12034> 女生徒
<12034> 女生徒

//<12035> ？？
<12035> ？？

//<12036> 「くそっ,間に合わなかったか…!」
<12036> 「Shit, was I too late…!?」

//<12037> その間にTenshiの足の傷は回復していく.
<12037> At that moment, Tenshi's wound on her leg healed.

//<12038> se_kazekiri4
<12038> se_kazekiri4

//<12039> none
<12039> none

//<12040> nothing
<12040> nothing

//<12041> 
<12041> 

//<12042> 
<12042> 

//<12043> nothing
<12043> nothing

//<12044> bs
<12044> bs

//<12045> _
<12045> _

//<12046> nothing
<12046> nothing

//<12047> nothing
<12047> nothing

//<12048> nothing
<12048> nothing

//<12049> nothing
<12049> nothing

//<12050> nothing
<12050> nothing

//<12051> Yuriは手を翻すと,武器をナイフに持ち代え,駆けた.
<12051> Yuri changed weapons from a gun to a knife and charged towards Tenshi.

//<12052> nothing
<12052> nothing

//<12053> nothing
<12053> nothing

//<12054> nothing
<12054> nothing

//<12055> nothing
<12055> nothing

//<12056> nothing
<12056> nothing

//<12057> none
<12057> none

//<12058> none
<12058> none

//<12059> YuriとTenshiの一対一の近接戦闘になる.
<12059> The one on one battle between Yuri and Tenshi began.

//<12060> se_kengeki_3
<12060> se_kengeki_3

//<12061> カシィン!　カシィン!　カシィン!
<12061> Kling! Klang! Kling!

//<12062> se_kengeki
<12062> se_kengeki

//<12063> none
<12063> none

//<12064> 交わり合う刃.
<12064> The two blades crashed against each other.

//<12065> ガードスキル・ディストーションとやらは,刃物に対しては無効なのか…
<12065> Guard Skill: Distortion must not be effective against melee weapons…

//<12066> se_kengeki
<12066> se_kengeki

//<12067> none
<12067> none

//<12068> それよりも,驚くべきはYuriの身体能力だ.
<12068> But before that, I was more surprised at how fit Yuri was.

//<12069> Otonashi
<12069> Otonashi

//<12070> クソ坊主
<12070> クソ坊主

//<12071> 代理人
<12071> 代理人

//<12072> 微妙すぎるイケメン
<12072> 微妙すぎるイケメン

//<12073> ロリコン
<12073> ロリコン

//<12074> メガネ仲間
<12074> メガネ仲間

//<12075> 暗算日本記録保持者
<12075> 暗算日本記録保持者

//<12076> 通り魔
<12076> 通り魔

//<12077> 記憶ナシ男
<12077> 記憶ナシ男

//<12078> 音速
<12078> 音速

//<12079> 無限
<12079> 無限

//<12080> エロ侍
<12080> エロ侍

//<12081> エロエロ団ナンバー１
<12081> エロエロ団ナンバー１

//<12082> ただのエロ少年
<12082> ただのエロ少年

//<12083> ユリブサイク
<12083> ユリブサイク

//<12084> ドピュッシー
<12084> ドピュッシー

//<12085> アメリカンエロドッグ
<12085> アメリカンエロドッグ

//<12086> ゼウス
<12086> ゼウス

//<12087> HinatamarkⅡ
<12087> HinatamarkⅡ

//<12088> 糞虫
<12088> 糞虫

//<12089> 量産型Hinata
<12089> 量産型Hinata

//<12090> ？？
<12090> ？？

//<12091> 「接近戦でも互角にやりあえるのか…」
<12091> 「She's up to par in melee battles as well…」

//<12092> bs2_
<12092> bs2_

//<12093> nothing
<12093> nothing

//<12094> nothing
<12094> nothing

//<12095> nothing
<12095> nothing

//<12096> nothing
<12096> nothing

//<12097> nothing
<12097> nothing

//<12098> Tenshi
<12098> Tenshi

//<12099> かなで
<12099> かなで

//<12100> 女生徒
<12100> 女生徒

//<12101> ？？
<12101> ？？

//<12102> 『ガードスキル…ディレイ』
<12102> 『Guard Skill… Delay』

//<12103> nothing
<12103> nothing

//<12104> nothing
<12104> nothing

//<12105> nothing
<12105> nothing

//<12106> nothing
<12106> nothing

//<12107> nothing
<12107> nothing

//<12108> Tenshiの体がまた一瞬光る.今度はなんだ!?
<12108> Tenshi's body shined once more. What is it this time!?

//<12109> Yuri
<12109> Yuri

//<12110> 女生徒
<12110> 女生徒

//<12111> ？？
<12111> ？？

//<12112> 「ふっ!」
<12112> 「Hmph!」

//<12113> se_delay
<12113> se_delay

//<12114> nothing
<12114> nothing

//<12115> nothing
<12115> nothing

//<12116> nothing
<12116> nothing

//<12117> nothing
<12117> nothing

//<12118> nothing
<12118> nothing

//<12119> nothing
<12119> nothing

//<12120> 
<12120> 

//<12121> 
<12121> 

//<12122> nothing
<12122> nothing

//<12123> 確実に捉えたと思ったYuriの刃がその体をすり抜ける.
<12123> The blow that should've hit missed by an inch.

//<12124> …残像だ.
<12124> …They're afterimages.

//<12125> se_delay
<12125> se_delay

//<12126> nothing
<12126> nothing

//<12127> nothing
<12127> nothing

//<12128> nothing
<12128> nothing

//<12129> nothing
<12129> nothing

//<12130> nothing
<12130> nothing

//<12131> nothing
<12131> nothing

//<12132> 
<12132> 

//<12133> 
<12133> 

//<12134> nothing
<12134> nothing

//<12135> se_zan
<12135> se_zan

//<12136> Tenshiは体を翻すたび,そこに残像を残していく.
<12136> Everytime Tenshi moved her body, afterimages were left behind.

//<12137> 形勢は一方的に.
<12137> The figure kept on changing as well.

//<12138> Yuri
<12138> Yuri

//<12139> 女生徒
<12139> 女生徒

//<12140> ？？
<12140> ？？

//<12141> 「くっ!」
<12141> 「Kuh!」

//<12142> se_delay
<12142> se_delay

//<12143> nothing
<12143> nothing

//<12144> nothing
<12144> nothing

//<12145> nothing
<12145> nothing

//<12146> nothing
<12146> nothing

//<12147> nothing
<12147> nothing

//<12148> nothing
<12148> nothing

//<12149> 
<12149> 

//<12150> 
<12150> 

//<12151> nothing
<12151> nothing

//<12152> se_zan
<12152> se_zan

//<12153> Yuriの体がざくりざくりと切り刻まれていく.
<12153> Yuri's body was getting more and more cut up.

//<12154> 見ていられない…
<12154> I can't look anymore…

//<12155> 体当たりで加勢する
<12155> Tackle

//<12156> 見届ける
<12156> Keep on watching

//<12157> selbtn : 
<12157> selbtn : 

//<12158> Otonashi
<12158> Otonashi

//<12159> クソ坊主
<12159> クソ坊主

//<12160> 代理人
<12160> 代理人

//<12161> 微妙すぎるイケメン
<12161> 微妙すぎるイケメン

//<12162> ロリコン
<12162> ロリコン

//<12163> メガネ仲間
<12163> メガネ仲間

//<12164> 暗算日本記録保持者
<12164> 暗算日本記録保持者

//<12165> 通り魔
<12165> 通り魔

//<12166> 記憶ナシ男
<12166> 記憶ナシ男

//<12167> 音速
<12167> 音速

//<12168> 無限
<12168> 無限

//<12169> エロ侍
<12169> エロ侍

//<12170> エロエロ団ナンバー１
<12170> エロエロ団ナンバー１

//<12171> ただのエロ少年
<12171> ただのエロ少年

//<12172> ユリブサイク
<12172> ユリブサイク

//<12173> ドピュッシー
<12173> ドピュッシー

//<12174> アメリカンエロドッグ
<12174> アメリカンエロドッグ

//<12175> ゼウス
<12175> ゼウス

//<12176> HinatamarkⅡ
<12176> HinatamarkⅡ

//<12177> 糞虫
<12177> 糞虫

//<12178> 量産型Hinata
<12178> 量産型Hinata

//<12179> ？？
<12179> ？？

//<12180> 「くそおぉーーーっっ!」
<12180> 「Fuuucck!!!」

//<12181> が,立ち上がることすらままならない!　なぜなら足が逆だからだ!
<12181> But, I couldn't even stand up properly! Why? Because my left and right leg were switched!

//<12182> Otonashi
<12182> Otonashi

//<12183> クソ坊主
<12183> クソ坊主

//<12184> 代理人
<12184> 代理人

//<12185> 微妙すぎるイケメン
<12185> 微妙すぎるイケメン

//<12186> ロリコン
<12186> ロリコン

//<12187> メガネ仲間
<12187> メガネ仲間

//<12188> 暗算日本記録保持者
<12188> 暗算日本記録保持者

//<12189> 通り魔
<12189> 通り魔

//<12190> 記憶ナシ男
<12190> 記憶ナシ男

//<12191> 音速
<12191> 音速

//<12192> 無限
<12192> 無限

//<12193> エロ侍
<12193> エロ侍

//<12194> エロエロ団ナンバー１
<12194> エロエロ団ナンバー１

//<12195> ただのエロ少年
<12195> ただのエロ少年

//<12196> ユリブサイク
<12196> ユリブサイク

//<12197> ドピュッシー
<12197> ドピュッシー

//<12198> アメリカンエロドッグ
<12198> アメリカンエロドッグ

//<12199> ゼウス
<12199> ゼウス

//<12200> HinatamarkⅡ
<12200> HinatamarkⅡ

//<12201> 糞虫
<12201> 糞虫

//<12202> 量産型Hinata
<12202> 量産型Hinata

//<12203> ？？
<12203> ？？

//<12204> 「うおぉぉー!」
<12204> 「Uoooooohhhhh!!!」

//<12205> bs3_
<12205> bs3_

//<12206> nothing
<12206> nothing

//<12207> nothing
<12207> nothing

//<12208> nothing
<12208> nothing

//<12209> nothing
<12209> nothing

//<12210> nothing
<12210> nothing

//<12211> 気合いで立ち上がり,やけくそで突っ込んでいく.
<12211> I stood up with all my might, and charged.

//<12212> bs3_
<12212> bs3_

//<12213> nothing
<12213> nothing

//<12214> nothing
<12214> nothing

//<12215> nothing
<12215> nothing

//<12216> nothing
<12216> nothing

//<12217> nothing
<12217> nothing

//<12218> やけくそで,突っ込んでいく.
<12218> I started to charge.

//<12219> どうにでもなれ!だ.
<12219> I didn't care about what would happen.

//<12220> ふたりの距離さえ離れればいい.
<12220> Just seperating them is good enough.

//<12221> nothing
<12221> nothing

//<12222> nothing
<12222> nothing

//<12223> nothing
<12223> nothing

//<12224> nothing
<12224> nothing

//<12225> nothing
<12225> nothing

//<12226> se_fall2_human
<12226> se_fall2_human

//<12227> が,途中で転ける!　なぜなら足が逆だからだ!
<12227> But, I fell down during the way! Why? Because my left and right leg were switched!

//<12228> Otonashi
<12228> Otonashi

//<12229> クソ坊主
<12229> クソ坊主

//<12230> 代理人
<12230> 代理人

//<12231> 微妙すぎるイケメン
<12231> 微妙すぎるイケメン

//<12232> ロリコン
<12232> ロリコン

//<12233> メガネ仲間
<12233> メガネ仲間

//<12234> 暗算日本記録保持者
<12234> 暗算日本記録保持者

//<12235> 通り魔
<12235> 通り魔

//<12236> 記憶ナシ男
<12236> 記憶ナシ男

//<12237> 音速
<12237> 音速

//<12238> 無限
<12238> 無限

//<12239> エロ侍
<12239> エロ侍

//<12240> エロエロ団ナンバー１
<12240> エロエロ団ナンバー１

//<12241> ただのエロ少年
<12241> ただのエロ少年

//<12242> ユリブサイク
<12242> ユリブサイク

//<12243> ドピュッシー
<12243> ドピュッシー

//<12244> アメリカンエロドッグ
<12244> アメリカンエロドッグ

//<12245> ゼウス
<12245> ゼウス

//<12246> HinatamarkⅡ
<12246> HinatamarkⅡ

//<12247> 糞虫
<12247> 糞虫

//<12248> 量産型Hinata
<12248> 量産型Hinata

//<12249> ？？
<12249> ？？

//<12250> (なんてざまだ!)
<12250> (What a mess!)

//<12251> se_charge2
<12251> se_charge2

//<12252> se_fall2_human
<12252> se_fall2_human

//<12253> どすっ!と体当たり.転がったのはみごとにTenshiだけだった.
<12253> Tenshi and my body connect with a wham! Thankfully, Tenshi was the only one knocked over.

//<12254> Yuri
<12254> Yuri

//<12255> 女生徒
<12255> 女生徒

//<12256> ？？
<12256> ？？

//<12257> 「Otonashiくん!?」
<12257> 「Otonashi-kun!?」

//<12258> あんな中に俺が割って入っても,Yuriの邪魔をするだけだ.
