// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day

//<7358> ホモ太
<7358> ホモ太

//<7359> ひなチン
<7359> ひなチン

//<7360> 秀樹
<7360> 秀樹

//<7361> 男子生徒
<7361> 男子生徒

//<7362> ？？
<7362> ？？

//<7363> 「しかし,ほんと,元気ねーな」
<7363> 「But why are you so pooped?」

//<7364> Otonashi
<7364> Otonashi

//<7365> クソ坊主
<7365> クソ坊主

//<7366> 代理人
<7366> 代理人

//<7367> 微妙すぎるイケメン
<7367> 微妙すぎるイケメン

//<7368> ロリコン
<7368> ロリコン

//<7369> メガネ仲間
<7369> メガネ仲間

//<7370> 暗算日本記録保持者
<7370> 暗算日本記録保持者

//<7371> 通り魔
<7371> 通り魔

//<7372> 記憶ナシ男
<7372> 記憶ナシ男

//<7373> 音速
<7373> 音速

//<7374> 無限
<7374> 無限

//<7375> Horny Samurai
<7375> Horny Samurai

//<7376> Super Horny Squad Member 1
<7376> Super Horny Squad Member 1

//<7377> Horny Boy
<7377> Horny Boy

//<7378> ユリブサイク
<7378> ユリブサイク

//<7379> ドピュッシー
<7379> ドピュッシー

//<7380> アメリカンエロドッグ
<7380> アメリカンエロドッグ

//<7381> ゼウス
<7381> ゼウス

//<7382> HinatamarkⅡ
<7382> HinatamarkⅡ

//<7383> 糞虫
<7383> 糞虫

//<7384> 量産型Hinata
<7384> 量産型Hinata

//<7385> ？？
<7385> ？？

//<7386> 「いや,ひとっ風呂浴びれば元気になれる,そんな気がする…」
<7386> 「No, I think I'll get beter after I take a bath…」

//<7387> nothing
<7387> nothing

//<7388> nothing
<7388> nothing

//<7389> nothing
<7389> nothing

//<7390> nothing
<7390> nothing

//<7391> nothing
<7391> nothing

//<7392> Hinata
<7392> Hinata

//<7393> 男Ｂ
<7393> 男Ｂ

//<7394> Super Horny Squad Leader
<7394> Super Horny Squad Leader

//<7395> イケチン
<7395> イケチン

//<7396> ホモ太
<7396> ホモ太

//<7397> ひなチン
<7397> ひなチン

//<7398> 秀樹
<7398> 秀樹

//<7399> 男子生徒
<7399> 男子生徒

//<7400> ？？
<7400> ？？

//<7401> 「そっか。じゃまだ早い時間だけど早速風呂行くか」
<7401> 「OK then. Although it's a bit early, let's go to the bath.」

//<7402> Otonashi
<7402> Otonashi

//<7403> クソ坊主
<7403> クソ坊主

//<7404> 代理人
<7404> 代理人

//<7405> 微妙すぎるイケメン
<7405> 微妙すぎるイケメン

//<7406> ロリコン
<7406> ロリコン

//<7407> メガネ仲間
<7407> メガネ仲間

//<7408> 暗算日本記録保持者
<7408> 暗算日本記録保持者

//<7409> 通り魔
<7409> 通り魔

//<7410> 記憶ナシ男
<7410> 記憶ナシ男

//<7411> 音速
<7411> 音速

//<7412> 無限
<7412> 無限

//<7413> Horny Samurai
<7413> Horny Samurai

//<7414> Super Horny Squad Member 1
<7414> Super Horny Squad Member 1

//<7415> Horny Boy
<7415> Horny Boy

//<7416> ユリブサイク
<7416> ユリブサイク

//<7417> ドピュッシー
<7417> ドピュッシー

//<7418> アメリカンエロドッグ
<7418> アメリカンエロドッグ

//<7419> ゼウス
<7419> ゼウス

//<7420> HinatamarkⅡ
<7420> HinatamarkⅡ

//<7421> 糞虫
<7421> 糞虫

//<7422> 量産型Hinata
<7422> 量産型Hinata

//<7423> ？？
<7423> ？？

//<7424> 「ああ」
<7424> 「Yeah.」

//<7425> Otonashi
<7425> Otonashi

//<7426> クソ坊主
<7426> クソ坊主

//<7427> 代理人
<7427> 代理人

//<7428> 微妙すぎるイケメン
<7428> 微妙すぎるイケメン

//<7429> ロリコン
<7429> ロリコン

//<7430> メガネ仲間
<7430> メガネ仲間

//<7431> 暗算日本記録保持者
<7431> 暗算日本記録保持者

//<7432> 通り魔
<7432> 通り魔

//<7433> 記憶ナシ男
<7433> 記憶ナシ男

//<7434> 音速
<7434> 音速

//<7435> 無限
<7435> 無限

//<7436> Horny Samurai
<7436> Horny Samurai

//<7437> Super Horny Squad Member 1
<7437> Super Horny Squad Member 1

//<7438> Horny Boy
<7438> Horny Boy

//<7439> ユリブサイク
<7439> ユリブサイク

//<7440> ドピュッシー
<7440> ドピュッシー

//<7441> アメリカンエロドッグ
<7441> アメリカンエロドッグ

//<7442> ゼウス
<7442> ゼウス

//<7443> HinatamarkⅡ
<7443> HinatamarkⅡ

//<7444> 糞虫
<7444> 糞虫

//<7445> 量産型Hinata
<7445> 量産型Hinata

//<7446> ？？
<7446> ？？

//<7447> 「ああっ!」
<7447> 「Alright!」

//<7448> nothing
<7448> nothing

//<7449> nothing
<7449> nothing

//<7450> nothing
<7450> nothing

//<7451> nothing
<7451> nothing

//<7452> nothing
<7452> nothing

//<7453> Hinata
<7453> Hinata

//<7454> 男Ｂ
<7454> 男Ｂ

//<7455> Super Horny Squad Leader
<7455> Super Horny Squad Leader

//<7456> イケチン
<7456> イケチン

//<7457> ホモ太
<7457> ホモ太

//<7458> ひなチン
<7458> ひなチン

//<7459> 秀樹
<7459> 秀樹

//<7460> 男子生徒
<7460> 男子生徒

//<7461> ？？
<7461> ？？

//<7462> 「相変わらずすげー嬉しそうだな…」
<7462> 「You're always so happy about this…」

//<7463> nothing
<7463> nothing

//<7464> nothing
<7464> nothing

//<7465> nothing
<7465> nothing

//<7466> nothing
<7466> nothing

//<7467> nothing
<7467> nothing

//<7468> Hinataのお尻は相変わらずのイケヒップだ…
<7468> Hinata's hips were handsome as usual…

//<7469> タオルで隠されているが,もしかして…あそこもイケてるのでは…?
<7469> He's hiding it with a towel… But is his thing also handsome…?

//<7470> あそこも確認する
<7470> Check his thing

//<7471> そこまではやめておく
<7471> Stop here

//<7472> selbtn : 
<7472> selbtn : 
{c45fd} 0a // 7472

//<7473> bs3_
<7473> bs3_

//<7474> nothing
<7474> nothing

//<7475> nothing
<7475> nothing

//<7476> nothing
<7476> nothing

//<7477> nothing
<7477> nothing

//<7478> nothing
<7478> nothing

//<7479> 目を瞑り,頭を洗っているHinataのあそこを覗き見た。
<7479> I took a look as Hinata had his eyes closed while he was shampooing his hair.

//<7480> None
<7480> None

//<7481> se_cannon_destruction
<7481> se_cannon_destruction

//<7482> Otonashi
<7482> Otonashi

//<7483> クソ坊主
<7483> クソ坊主

//<7484> 代理人
<7484> 代理人

//<7485> 微妙すぎるイケメン
<7485> 微妙すぎるイケメン

//<7486> ロリコン
<7486> ロリコン

//<7487> メガネ仲間
<7487> メガネ仲間

//<7488> 暗算日本記録保持者
<7488> 暗算日本記録保持者

//<7489> 通り魔
<7489> 通り魔

//<7490> 記憶ナシ男
<7490> 記憶ナシ男

//<7491> 音速
<7491> 音速

//<7492> 無限
<7492> 無限

//<7493> Horny Samurai
<7493> Horny Samurai

//<7494> Super Horny Squad Member 1
<7494> Super Horny Squad Member 1

//<7495> Horny Boy
<7495> Horny Boy

//<7496> ユリブサイク
<7496> ユリブサイク

//<7497> ドピュッシー
<7497> ドピュッシー

//<7498> アメリカンエロドッグ
<7498> アメリカンエロドッグ

//<7499> ゼウス
<7499> ゼウス

//<7500> HinatamarkⅡ
<7500> HinatamarkⅡ

//<7501> 糞虫
<7501> 糞虫

//<7502> 量産型Hinata
<7502> 量産型Hinata

//<7503> ？？
<7503> ？？

//<7504> (なんて,イケチンなんだ!!)
<7504> (Holy smokes! It's a handsome-chin!!)

//<7505> 理想的。それを美しいとさえ俺は思った。
<7505> This is the ideal stick. This is almost beautiful.

//<7506> nothing
<7506> nothing

//<7507> nothing
<7507> nothing

//<7508> nothing
<7508> nothing

//<7509> nothing
<7509> nothing

//<7510> nothing
<7510> nothing

//<7511> nothing
<7511> nothing

//<7512> 偶然見れるのならまだしも,そこまでの行動は避けておこう…
<7512> I think seeing it coincidentally is fine, but looking at it intentionally is unforgivable…

//<7513> Otonashi
<7513> Otonashi

//<7514> クソ坊主
<7514> クソ坊主

//<7515> 代理人
<7515> 代理人

//<7516> 微妙すぎるイケメン
<7516> 微妙すぎるイケメン

//<7517> ロリコン
<7517> ロリコン

//<7518> メガネ仲間
<7518> メガネ仲間

//<7519> 暗算日本記録保持者
<7519> 暗算日本記録保持者

//<7520> 通り魔
<7520> 通り魔

//<7521> 記憶ナシ男
<7521> 記憶ナシ男

//<7522> 音速
<7522> 音速

//<7523> 無限
<7523> 無限

//<7524> Horny Samurai
<7524> Horny Samurai

//<7525> Super Horny Squad Member 1
<7525> Super Horny Squad Member 1

//<7526> Horny Boy
<7526> Horny Boy

//<7527> ユリブサイク
<7527> ユリブサイク

//<7528> ドピュッシー
<7528> ドピュッシー

//<7529> アメリカンエロドッグ
<7529> アメリカンエロドッグ

//<7530> ゼウス
<7530> ゼウス

//<7531> HinatamarkⅡ
<7531> HinatamarkⅡ

//<7532> 糞虫
<7532> 糞虫

//<7533> 量産型Hinata
<7533> 量産型Hinata

//<7534> ？？
<7534> ？？

//<7535> 「いや,お前の後に入る…」
<7535> 「No, I'll go in after you…」

//<7536> nothing
<7536> nothing

//<7537> nothing
<7537> nothing

//<7538> nothing
<7538> nothing

//<7539> nothing
<7539> nothing

//<7540> nothing
<7540> nothing

//<7541> Hinata
<7541> Hinata

//<7542> 男Ｂ
<7542> 男Ｂ

//<7543> Super Horny Squad Leader
<7543> Super Horny Squad Leader

//<7544> イケチン
<7544> イケチン

//<7545> ホモ太
<7545> ホモ太

//<7546> ひなチン
<7546> ひなチン

//<7547> 秀樹
<7547> 秀樹

//<7548> 男子生徒
<7548> 男子生徒

//<7549> ？？
<7549> ？？

//<7550> 「はぁ?　なぜそこまで避けるんだ?」
<7550> 「Huh? Why are you avoiding me like that?」

//<7551> Otonashi
<7551> Otonashi

//<7552> クソ坊主
<7552> クソ坊主

//<7553> 代理人
<7553> 代理人

//<7554> 微妙すぎるイケメン
<7554> 微妙すぎるイケメン

//<7555> ロリコン
<7555> ロリコン

//<7556> メガネ仲間
<7556> メガネ仲間

//<7557> 暗算日本記録保持者
<7557> 暗算日本記録保持者

//<7558> 通り魔
<7558> 通り魔

//<7559> 記憶ナシ男
<7559> 記憶ナシ男

//<7560> 音速
<7560> 音速

//<7561> 無限
<7561> 無限

//<7562> Horny Samurai
<7562> Horny Samurai

//<7563> Super Horny Squad Member 1
<7563> Super Horny Squad Member 1

//<7564> Horny Boy
<7564> Horny Boy

//<7565> ユリブサイク
<7565> ユリブサイク

//<7566> ドピュッシー
<7566> ドピュッシー

//<7567> アメリカンエロドッグ
<7567> アメリカンエロドッグ

//<7568> ゼウス
<7568> ゼウス

//<7569> HinatamarkⅡ
<7569> HinatamarkⅡ

//<7570> 糞虫
<7570> 糞虫

//<7571> 量産型Hinata
<7571> 量産型Hinata

//<7572> ？？
<7572> ？？

//<7573> 「ええと…俺の裸を見せたくないから…」
<7573> 「Umm… I don't want to show you my naked body…」

//<7574> nothing
<7574> nothing

//<7575> nothing
<7575> nothing

//<7576> nothing
<7576> nothing

//<7577> nothing
<7577> nothing

//<7578> nothing
<7578> nothing

//<7579> Hinata
<7579> Hinata

//<7580> 男Ｂ
<7580> 男Ｂ

//<7581> Super Horny Squad Leader
<7581> Super Horny Squad Leader

//<7582> イケチン
<7582> イケチン

//<7583> ホモ太
<7583> ホモ太

//<7584> ひなチン
<7584> ひなチン

//<7585> 秀樹
<7585> 秀樹

//<7586> 男子生徒
<7586> 男子生徒

//<7587> ？？
<7587> ？？

//<7588> 「ん?　恥ずかしいのか?」
<7588> 「Hmm? Are you shy about it?」

//<7589> Otonashi
<7589> Otonashi

//<7590> クソ坊主
<7590> クソ坊主

//<7591> 代理人
<7591> 代理人

//<7592> 微妙すぎるイケメン
<7592> 微妙すぎるイケメン

//<7593> ロリコン
<7593> ロリコン

//<7594> メガネ仲間
<7594> メガネ仲間

//<7595> 暗算日本記録保持者
<7595> 暗算日本記録保持者

//<7596> 通り魔
<7596> 通り魔

//<7597> 記憶ナシ男
<7597> 記憶ナシ男

//<7598> 音速
<7598> 音速

//<7599> 無限
<7599> 無限

//<7600> Horny Samurai
<7600> Horny Samurai

//<7601> Super Horny Squad Member 1
<7601> Super Horny Squad Member 1

//<7602> Horny Boy
<7602> Horny Boy

//<7603> ユリブサイク
<7603> ユリブサイク

//<7604> ドピュッシー
<7604> ドピュッシー

//<7605> アメリカンエロドッグ
<7605> アメリカンエロドッグ

//<7606> ゼウス
<7606> ゼウス

//<7607> HinatamarkⅡ
<7607> HinatamarkⅡ

//<7608> 糞虫
<7608> 糞虫

//<7609> 量産型Hinata
<7609> 量産型Hinata

//<7610> ？？
<7610> ？？

//<7611> 「ああ…」
<7611> 「Yeah…」

//<7612> nothing
<7612> nothing

//<7613> nothing
<7613> nothing

//<7614> nothing
<7614> nothing

//<7615> nothing
<7615> nothing

//<7616> nothing
<7616> nothing

//<7617> Hinata
<7617> Hinata

//<7618> 男Ｂ
<7618> 男Ｂ

//<7619> Super Horny Squad Leader
<7619> Super Horny Squad Leader

//<7620> イケチン
<7620> イケチン

//<7621> ホモ太
<7621> ホモ太

//<7622> ひなチン
<7622> ひなチン

//<7623> 秀樹
<7623> 秀樹

//<7624> 男子生徒
<7624> 男子生徒

//<7625> ？？
<7625> ？？

//<7626> 「うーん…」
<7626> 「Hmmm…」

//<7627> nothing
<7627> nothing

//<7628> nothing
<7628> nothing

//<7629> nothing
<7629> nothing

//<7630> nothing
<7630> nothing

//<7631> nothing
<7631> nothing

//<7632> Hinata
<7632> Hinata

//<7633> 男Ｂ
<7633> 男Ｂ

//<7634> Super Horny Squad Leader
<7634> Super Horny Squad Leader

//<7635> イケチン
<7635> イケチン

//<7636> ホモ太
<7636> ホモ太

//<7637> ひなチン
<7637> ひなチン

//<7638> 秀樹
<7638> 秀樹

//<7639> 男子生徒
<7639> 男子生徒

//<7640> ？？
<7640> ？？

//<7641> 「まあ,いいや。これからは誘うのはやめるよ」
<7641> 「Well, it's fine. I won't ask you to join me from now on.」

//<7642> Otonashi
<7642> Otonashi

//<7643> クソ坊主
<7643> クソ坊主

//<7644> 代理人
<7644> 代理人

//<7645> 微妙すぎるイケメン
<7645> 微妙すぎるイケメン

//<7646> ロリコン
<7646> ロリコン

//<7647> メガネ仲間
<7647> メガネ仲間

//<7648> 暗算日本記録保持者
<7648> 暗算日本記録保持者

//<7649> 通り魔
<7649> 通り魔

//<7650> 記憶ナシ男
<7650> 記憶ナシ男

//<7651> 音速
<7651> 音速

//<7652> 無限
<7652> 無限

//<7653> Horny Samurai
<7653> Horny Samurai

//<7654> Super Horny Squad Member 1
<7654> Super Horny Squad Member 1

//<7655> Horny Boy
<7655> Horny Boy

//<7656> ユリブサイク
<7656> ユリブサイク

//<7657> ドピュッシー
<7657> ドピュッシー

//<7658> アメリカンエロドッグ
<7658> アメリカンエロドッグ

//<7659> ゼウス
<7659> ゼウス

//<7660> HinatamarkⅡ
<7660> HinatamarkⅡ

//<7661> 糞虫
<7661> 糞虫

//<7662> 量産型Hinata
<7662> 量産型Hinata

//<7663> ？？
<7663> ？？

//<7664> 「それは助かる…」
<7664> 「Thank goodness for that…」

//<7665> nothing
<7665> nothing

//<7666> nothing
<7666> nothing

//<7667> nothing
<7667> nothing

//<7668> nothing
<7668> nothing

//<7669> nothing
<7669> nothing

//<7670> Hinata
<7670> Hinata

//<7671> 男Ｂ
<7671> 男Ｂ

//<7672> Super Horny Squad Leader
<7672> Super Horny Squad Leader

//<7673> イケチン
<7673> イケチン

//<7674> ホモ太
<7674> ホモ太

//<7675> ひなチン
<7675> ひなチン

//<7676> 秀樹
<7676> 秀樹

//<7677> 男子生徒
<7677> 男子生徒

//<7678> ？？
<7678> ？？

//<7679> 「なんかあるんだろーな。いいぜ,気にすんな」
<7679> 「You must have your reasons. It's fine. Don't worry about it.」

//<7680> 助かった!
<7680> Thank God!

//<7681> Hinataがジャージ姿で戻ってきたところで,入れ替わり俺は風呂に入った。
<7681> Hinata came back in his jersey, so I went into the bath.

//<7682> いつものように,ふたり並んでひとっ風呂浴びた。
<7682> As usual, the two of us had a relaxing bath.

//<7683> nothing
<7683> nothing

//<7684> nothing
<7684> nothing

//<7685> nothing
<7685> nothing

//<7686> nothing
<7686> nothing

//<7687> nothing
<7687> nothing

//<7688> nothing
<7688> nothing

//<7689> 風呂もすんだので,俺はベッドに横になる。
<7689> After my bath, I crashed into my bed.

//<7690> 未だ,Hinataのイケチンを見た感動が続いている。
<7690> My excitement from seeing Hinata's handsome-chin was still there.

//<7691> Hinataと顔を合わせられない。
<7691> I couldn't see Hinata's face.

//<7692> 今,Hinataと顔を合わせたなら,俺はあたふたしそうだから。
<7692> If I were to see Hinata's face right now, I would fumble my words and actions.

//<7693> nothing
<7693> nothing

//<7694> nothing
<7694> nothing

//<7695> nothing
<7695> nothing

//<7696> nothing
<7696> nothing

//<7697> nothing
<7697> nothing

//<7698> Hinata
<7698> Hinata

//<7699> 男Ｂ
<7699> 男Ｂ

//<7700> Super Horny Squad Leader
<7700> Super Horny Squad Leader

//<7701> イケチン
<7701> イケチン

//<7702> ホモ太
<7702> ホモ太

//<7703> ひなチン
<7703> ひなチン

//<7704> 秀樹
<7704> 秀樹

//<7705> 男子生徒
<7705> 男子生徒

//<7706> ？？
<7706> ？？

//<7707> 「そういや,本,借りてこなかったのか?」
<7707> 「Oh right, did you borrow some books?」

//<7708> Otonashi
<7708> Otonashi

//<7709> クソ坊主
<7709> クソ坊主

//<7710> 代理人
<7710> 代理人

//<7711> 微妙すぎるイケメン
<7711> 微妙すぎるイケメン

//<7712> ロリコン
<7712> ロリコン

//<7713> メガネ仲間
<7713> メガネ仲間

//<7714> 暗算日本記録保持者
<7714> 暗算日本記録保持者

//<7715> 通り魔
<7715> 通り魔

//<7716> 記憶ナシ男
<7716> 記憶ナシ男

//<7717> 音速
<7717> 音速

//<7718> 無限
<7718> 無限

//<7719> Horny Samurai
<7719> Horny Samurai

//<7720> Super Horny Squad Member 1
<7720> Super Horny Squad Member 1

//<7721> Horny Boy
<7721> Horny Boy

//<7722> ユリブサイク
<7722> ユリブサイク

//<7723> ドピュッシー
<7723> ドピュッシー

//<7724> アメリカンエロドッグ
<7724> アメリカンエロドッグ

//<7725> ゼウス
<7725> ゼウス

//<7726> HinatamarkⅡ
<7726> HinatamarkⅡ

//<7727> 糞虫
<7727> 糞虫

//<7728> 量産型Hinata
<7728> 量産型Hinata

//<7729> ？？
<7729> ？？

//<7730> 「え?　借りてきたけど?」
<7730> 「Huh? I borrowed one.」

//<7731> nothing
<7731> nothing

//<7732> nothing
<7732> nothing

//<7733> nothing
<7733> nothing

//<7734> nothing
<7734> nothing

//<7735> nothing
<7735> nothing

//<7736> Hinata
<7736> Hinata

//<7737> 男Ｂ
<7737> 男Ｂ

//<7738> Super Horny Squad Leader
<7738> Super Horny Squad Leader

//<7739> イケチン
<7739> イケチン

//<7740> ホモ太
<7740> ホモ太

//<7741> ひなチン
<7741> ひなチン

//<7742> 秀樹
<7742> 秀樹

//<7743> 男子生徒
<7743> 男子生徒

//<7744> ？？
<7744> ？？

//<7745> 「見せてくれよ。どこにあんだ?」
<7745> 「Show me. Where is it?」

//<7746> nothing
<7746> nothing

//<7747> nothing
<7747> nothing

//<7748> nothing
<7748> nothing

//<7749> nothing
<7749> nothing

//<7750> nothing
<7750> nothing

//<7751> Hinata
<7751> Hinata

//<7752> 男Ｂ
<7752> 男Ｂ

//<7753> Super Horny Squad Leader
<7753> Super Horny Squad Leader

//<7754> イケチン
<7754> イケチン

//<7755> ホモ太
<7755> ホモ太

//<7756> ひなチン
<7756> ひなチン

//<7757> 秀樹
<7757> 秀樹

//<7758> 男子生徒
<7758> 男子生徒

//<7759> ？？
<7759> ？？

//<7760> 「お,早速借りてきたのか」
<7760> 「Oh, you were quick on borrowing it.」

//<7761> ベッドの脇に積まれた本を見てHinataが寄ってくる。
<7761> Hinata stared at the stack of books next to my bed.

//<7762> nothing
<7762> nothing

//<7763> nothing
<7763> nothing

//<7764> nothing
<7764> nothing

//<7765> nothing
<7765> nothing

//<7766> nothing
<7766> nothing

//<7767> Hinata
<7767> Hinata

//<7768> 男Ｂ
<7768> 男Ｂ

//<7769> Super Horny Squad Leader
<7769> Super Horny Squad Leader

//<7770> イケチン
<7770> イケチン

//<7771> ホモ太
<7771> ホモ太

//<7772> ひなチン
<7772> ひなチン

//<7773> 秀樹
<7773> 秀樹

//<7774> 男子生徒
<7774> 男子生徒

//<7775> ？？
<7775> ？？

//<7776> 「どれどれ」
<7776> 「Let's take a look.」

//<7777> Otonashi
<7777> Otonashi

//<7778> クソ坊主
<7778> クソ坊主

//<7779> 代理人
<7779> 代理人

//<7780> 微妙すぎるイケメン
<7780> 微妙すぎるイケメン

//<7781> ロリコン
<7781> ロリコン

//<7782> メガネ仲間
<7782> メガネ仲間

//<7783> 暗算日本記録保持者
<7783> 暗算日本記録保持者

//<7784> 通り魔
<7784> 通り魔

//<7785> 記憶ナシ男
<7785> 記憶ナシ男

//<7786> 音速
<7786> 音速

//<7787> 無限
<7787> 無限

//<7788> Horny Samurai
<7788> Horny Samurai

//<7789> Super Horny Squad Member 1
<7789> Super Horny Squad Member 1

//<7790> Horny Boy
<7790> Horny Boy

//<7791> ユリブサイク
<7791> ユリブサイク

//<7792> ドピュッシー
<7792> ドピュッシー

//<7793> アメリカンエロドッグ
<7793> アメリカンエロドッグ

//<7794> ゼウス
<7794> ゼウス

//<7795> HinatamarkⅡ
<7795> HinatamarkⅡ

//<7796> 糞虫
<7796> 糞虫

//<7797> 量産型Hinata
<7797> 量産型Hinata

//<7798> ？？
<7798> ？？

//<7799> 「やめろよ,Hinataぁ!　借りてきた本を本人の了承なしで勝手に見るなよぉー!」
<7799> 「Stop, Hinata! Don't look at my books without my permission!」

//<7800> none
<7800> none

//<7801> bs3_
<7801> bs3_

//<7802> nothing
<7802> nothing

//<7803> nothing
<7803> nothing

//<7804> nothing
<7804> nothing

//<7805> nothing
<7805> nothing

//<7806> nothing
<7806> nothing

//<7807> nothing
<7807> nothing

//<7808> 
<7808> 

//<7809> 
<7809> 

//<7810> nothing
<7810> nothing

//<7811> Hinata
<7811> Hinata

//<7812> 男Ｂ
<7812> 男Ｂ

//<7813> Super Horny Squad Leader
<7813> Super Horny Squad Leader

//<7814> イケチン
<7814> イケチン

//<7815> ホモ太
<7815> ホモ太

//<7816> ひなチン
<7816> ひなチン

//<7817> 秀樹
<7817> 秀樹

//<7818> 男子生徒
<7818> 男子生徒

//<7819> ？？
<7819> ？？

//<7820> 「でも,俺の図書カードを使ったんだから,俺が借りてることになっちゃってるからなー。俺は確認する権利があると思うんだけどなー」
<7820> 「But you used my library card, so it's like I borrowed it myself. I think I have the right to see it!」

//<7821> Otonashi
<7821> Otonashi

//<7822> クソ坊主
<7822> クソ坊主

//<7823> 代理人
<7823> 代理人

//<7824> 微妙すぎるイケメン
<7824> 微妙すぎるイケメン

//<7825> ロリコン
<7825> ロリコン

//<7826> メガネ仲間
<7826> メガネ仲間

//<7827> 暗算日本記録保持者
<7827> 暗算日本記録保持者

//<7828> 通り魔
<7828> 通り魔

//<7829> 記憶ナシ男
<7829> 記憶ナシ男

//<7830> 音速
<7830> 音速

//<7831> 無限
<7831> 無限

//<7832> Horny Samurai
<7832> Horny Samurai

//<7833> Super Horny Squad Member 1
<7833> Super Horny Squad Member 1

//<7834> Horny Boy
<7834> Horny Boy

//<7835> ユリブサイク
<7835> ユリブサイク

//<7836> ドピュッシー
<7836> ドピュッシー

//<7837> アメリカンエロドッグ
<7837> アメリカンエロドッグ

//<7838> ゼウス
<7838> ゼウス

//<7839> HinatamarkⅡ
<7839> HinatamarkⅡ

//<7840> 糞虫
<7840> 糞虫

//<7841> 量産型Hinata
<7841> 量産型Hinata

//<7842> ？？
<7842> ？？

//<7843> 「それは卑怯すぎるぜぇーー!!」
<7843> 「That's too unfair!!」

//<7844> nothing
<7844> nothing

//<7845> nothing
<7845> nothing

//<7846> nothing
<7846> nothing

//<7847> nothing
<7847> nothing

//<7848> nothing
<7848> nothing

//<7849> Hinata
<7849> Hinata

//<7850> 男Ｂ
<7850> 男Ｂ

//<7851> Super Horny Squad Leader
<7851> Super Horny Squad Leader

//<7852> イケチン
<7852> イケチン

//<7853> ホモ太
<7853> ホモ太

//<7854> ひなチン
<7854> ひなチン

//<7855> 秀樹
<7855> 秀樹

//<7856> 男子生徒
<7856> 男子生徒

//<7857> ？？
<7857> ？？

//<7858> 「俺が借りたも同然だぁー!　ほら,どけよぉー!　確認させてもらうぜぇーー!?」
<7858> 「It's pretty much mine!! Move away! Let me check!!」

//<7859> Otonashi
<7859> Otonashi

//<7860> クソ坊主
<7860> クソ坊主

//<7861> 代理人
<7861> 代理人

//<7862> 微妙すぎるイケメン
<7862> 微妙すぎるイケメン

//<7863> ロリコン
<7863> ロリコン

//<7864> メガネ仲間
<7864> メガネ仲間

//<7865> 暗算日本記録保持者
<7865> 暗算日本記録保持者

//<7866> 通り魔
<7866> 通り魔

//<7867> 記憶ナシ男
<7867> 記憶ナシ男

//<7868> 音速
<7868> 音速

//<7869> 無限
<7869> 無限

//<7870> Horny Samurai
<7870> Horny Samurai

//<7871> Super Horny Squad Member 1
<7871> Super Horny Squad Member 1

//<7872> Horny Boy
<7872> Horny Boy

//<7873> ユリブサイク
<7873> ユリブサイク

//<7874> ドピュッシー
<7874> ドピュッシー

//<7875> アメリカンエロドッグ
<7875> アメリカンエロドッグ

//<7876> ゼウス
<7876> ゼウス

//<7877> HinatamarkⅡ
<7877> HinatamarkⅡ

//<7878> 糞虫
<7878> 糞虫

//<7879> 量産型Hinata
<7879> 量産型Hinata

//<7880> ？？
<7880> ？？

//<7881> 「だからやめろってぇー,反則だぜぇーー!!」
<7881> 「Please! Stop!! You're cheating!!」

//<7882> ふたり肩をぶつけ合い,キャッキャウフフした。
<7882> We squealed and giggled like little girls as we bumped shoulders.

//<7883> none
<7883> none

//<7884> none
<7884> none

//<7885> none
<7885> none

//<7886> none
<7886> none

//<7887> none
<7887> none

//<7888> none
<7888> none

//<7889> 
<7889> 

//<7890> Otonashi
<7890> Otonashi

//<7891> クソ坊主
<7891> クソ坊主

//<7892> 代理人
<7892> 代理人

//<7893> 微妙すぎるイケメン
<7893> 微妙すぎるイケメン

//<7894> ロリコン
<7894> ロリコン

//<7895> メガネ仲間
<7895> メガネ仲間

//<7896> 暗算日本記録保持者
<7896> 暗算日本記録保持者

//<7897> 通り魔
<7897> 通り魔

//<7898> 記憶ナシ男
<7898> 記憶ナシ男

//<7899> 音速
<7899> 音速

//<7900> 無限
<7900> 無限

//<7901> Horny Samurai
<7901> Horny Samurai

//<7902> Super Horny Squad Member 1
<7902> Super Horny Squad Member 1

//<7903> Horny Boy
<7903> Horny Boy

